genome_id,antibiotic,resistant_phenotype,laboratory_typing_method
562.99129,gentamicin,Susceptible,Disk diffusion
562.145007,ciprofloxacin,Susceptible,Disk diffusion
562.98764,gentamicin,Susceptible,Disk diffusion
562.145025,gentamicin,Susceptible,Disk diffusion
562.42808,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.23375,ceftazidime,Susceptible,Agar dilution
562.97842,ciprofloxacin,Susceptible,Disk diffusion
562.100777,ciprofloxacin,Susceptible,Disk diffusion
562.100622,ceftazidime,Susceptible,Disk diffusion
562.100531,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.7734,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.45646,ampicillin,Resistant,Disk diffusion
562.98327,meropenem,Susceptible,Disk diffusion
562.65800,ceftazidime,Resistant,
562.57415,ampicillin,Resistant,Broth dilution
562.99486,ampicillin,Susceptible,Disk diffusion
562.98538,ceftazidime,Susceptible,Disk diffusion
562.23479,gentamicin,Susceptible,Agar dilution
562.98509,ciprofloxacin,Susceptible,Disk diffusion
562.98262,ciprofloxacin,Susceptible,Disk diffusion
562.42648,levofloxacin,Resistant,Broth dilution
562.23597,ciprofloxacin,Susceptible,Agar dilution
562.98290,gentamicin,Susceptible,Disk diffusion
562.22516,ciprofloxacin,Susceptible,Broth dilution
562.97925,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98877,ciprofloxacin,Susceptible,Disk diffusion
562.100533,ceftazidime,Susceptible,Disk diffusion
562.58625,ampicillin,Resistant,Disk diffusion
562.98997,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100368,meropenem,Susceptible,Disk diffusion
562.98238,meropenem,Susceptible,Disk diffusion
562.23125,ceftazidime,Susceptible,Agar dilution
562.98477,meropenem,Susceptible,Disk diffusion
562.22772,ampicillin,Resistant,Broth dilution
562.22736,meropenem,Susceptible,Broth dilution
562.22895,gentamicin,Susceptible,Agar dilution
562.22982,ceftazidime,Susceptible,Agar dilution
562.98810,gentamicin,Susceptible,Disk diffusion
562.99948,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96564,gentamicin,Susceptible,Broth dilution
562.37112,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.97176,ceftazidime,Susceptible,Broth dilution
562.99687,meropenem,Susceptible,Disk diffusion
562.99893,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.145393,ampicillin,Resistant,Broth dilution
562.100008,gentamicin,Susceptible,Disk diffusion
562.99679,gentamicin,Susceptible,Disk diffusion
562.57273,ampicillin,Resistant,Broth dilution
562.99745,ceftazidime,Susceptible,Disk diffusion
562.98022,ceftazidime,Susceptible,Disk diffusion
562.144979,ceftazidime,Susceptible,Disk diffusion
562.7753,ciprofloxacin,Susceptible,Broth dilution
562.99639,ciprofloxacin,Susceptible,Disk diffusion
562.96684,meropenem,Susceptible,Broth dilution
562.98871,ceftazidime,Susceptible,Disk diffusion
562.30434,gentamicin,Susceptible,Broth dilution
562.23405,ceftazidime,Susceptible,Agar dilution
562.96616,ciprofloxacin,Resistant,Broth dilution
562.22522,ciprofloxacin,Susceptible,Broth dilution
562.7648,ciprofloxacin,Susceptible,Broth dilution
562.57398,ceftazidime,Resistant,Broth dilution
562.22957,gentamicin,Susceptible,Agar dilution
562.97963,ciprofloxacin,Susceptible,Disk diffusion
562.96843,ceftazidime,Susceptible,Broth dilution
562.98218,meropenem,Susceptible,Disk diffusion
562.7744,ceftazidime,Susceptible,Broth dilution
562.100645,ceftazidime,Susceptible,Disk diffusion
562.98682,gentamicin,Susceptible,Disk diffusion
562.42713,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.98926,ceftazidime,Susceptible,Disk diffusion
562.98759,ceftazidime,Susceptible,Disk diffusion
562.99690,gentamicin,Susceptible,Disk diffusion
562.97057,meropenem,Susceptible,Broth dilution
562.97468,meropenem,Susceptible,Broth dilution
562.98640,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99340,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.22630,gentamicin,Susceptible,Broth dilution
562.57473,gentamicin,Susceptible,Broth dilution
562.98379,gentamicin,Susceptible,Disk diffusion
562.96749,gentamicin,Susceptible,Broth dilution
562.144230,ampicillin,Resistant,Broth dilution
562.23792,meropenem,Susceptible,Broth dilution
562.100734,gentamicin,Susceptible,Disk diffusion
562.23134,gentamicin,Susceptible,Agar dilution
562.145427,chloramphenicol,Susceptible,Broth dilution
562.23682,ceftazidime,Susceptible,Agar dilution
562.23880,ciprofloxacin,Susceptible,Agar dilution
562.99471,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.99380,gentamicin,Susceptible,Disk diffusion
562.23015,ceftazidime,Susceptible,Agar dilution
562.140912,ampicillin,Resistant,Disk diffusion
562.58755,ceftazidime,Susceptible,Disk diffusion
562.98018,ceftazidime,Susceptible,Disk diffusion
562.99351,gentamicin,Susceptible,Disk diffusion
562.99082,meropenem,Susceptible,Disk diffusion
562.97126,meropenem,Susceptible,Broth dilution
562.97137,meropenem,Susceptible,Broth dilution
562.7735,ampicillin,Resistant,Broth dilution
562.140880,meropenem,Susceptible,Disk diffusion
562.23930,ciprofloxacin,Susceptible,Agar dilution
562.98017,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98019,ceftazidime,Susceptible,Disk diffusion
562.99884,ampicillin,Resistant,Disk diffusion
562.57426,gentamicin,Resistant,Broth dilution
562.22501,gentamicin,Susceptible,Broth dilution
562.99214,ceftazidime,Susceptible,Disk diffusion
562.22514,ciprofloxacin,Susceptible,Broth dilution
562.99155,meropenem,Susceptible,Disk diffusion
562.100731,ampicillin,Resistant,Disk diffusion
562.22778,ciprofloxacin,Susceptible,Broth dilution
562.59220,tetracycline,Susceptible,Broth dilution
562.29139,ciprofloxacin,Resistant,Broth dilution
562.98347,ciprofloxacin,Susceptible,Disk diffusion
562.23243,ciprofloxacin,Susceptible,Agar dilution
562.98292,gentamicin,Susceptible,Disk diffusion
562.100225,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.144158,gentamicin,Susceptible,Broth dilution
562.97309,gentamicin,Susceptible,Broth dilution
562.96999,ciprofloxacin,Resistant,Broth dilution
562.99711,gentamicin,Susceptible,Disk diffusion
562.144954,gentamicin,Susceptible,Disk diffusion
562.96573,ceftazidime,Susceptible,Broth dilution
562.100827,ampicillin,Susceptible,Disk diffusion
562.100653,ceftazidime,Susceptible,Disk diffusion
562.100803,ceftazidime,Susceptible,Disk diffusion
562.100474,meropenem,Susceptible,Disk diffusion
562.98289,gentamicin,Susceptible,Disk diffusion
562.96600,gentamicin,Susceptible,Broth dilution
562.22706,ampicillin,Susceptible,Broth dilution
562.100584,meropenem,Susceptible,Disk diffusion
562.99845,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.42827,ampicillin,Resistant,Broth dilution
562.98799,ampicillin,Susceptible,Disk diffusion
562.100659,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23717,ceftazidime,Susceptible,Agar dilution
562.7641,gentamicin,Susceptible,Broth dilution
562.97994,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98882,ciprofloxacin,Susceptible,Disk diffusion
562.99942,ciprofloxacin,Susceptible,Disk diffusion
562.99260,ampicillin,Susceptible,Disk diffusion
562.7673,ceftazidime,Susceptible,Broth dilution
562.42822,levofloxacin,Resistant,Broth dilution
562.97087,ceftazidime,Susceptible,Broth dilution
562.42813,levofloxacin,Resistant,Broth dilution
562.100649,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.22660,gentamicin,Susceptible,Broth dilution
562.58629,chloramphenicol,Susceptible,Disk diffusion
562.99823,ampicillin,Susceptible,Disk diffusion
562.45659,ciprofloxacin,Resistant,Disk diffusion
562.42786,gentamicin,Susceptible,Broth dilution
562.42701,ampicillin,Resistant,Broth dilution
562.96484,meropenem,Susceptible,Broth dilution
562.97945,meropenem,Susceptible,Disk diffusion
562.57225,gentamicin,Susceptible,Broth dilution
562.100144,meropenem,Susceptible,Disk diffusion
562.140873,ceftriaxone,Resistant,Disk diffusion
562.57141,ampicillin,Susceptible,Broth dilution
562.145051,meropenem,Susceptible,Disk diffusion
562.42825,ceftriaxone,Resistant,Broth dilution
562.99204,ampicillin,Susceptible,Disk diffusion
562.65126,ampicillin,Resistant,
562.100784,ampicillin,Resistant,Disk diffusion
562.59226,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.99225,ampicillin,Susceptible,Disk diffusion
562.98029,ciprofloxacin,Susceptible,Disk diffusion
562.99714,meropenem,Susceptible,Disk diffusion
562.98088,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.145021,meropenem,Susceptible,Disk diffusion
562.42775,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.97032,gentamicin,Susceptible,Broth dilution
562.100842,gentamicin,Susceptible,Disk diffusion
562.99146,gentamicin,Susceptible,Disk diffusion
562.96894,ciprofloxacin,Resistant,Broth dilution
562.42822,ampicillin,Resistant,Broth dilution
562.98880,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98957,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99057,ciprofloxacin,Susceptible,Disk diffusion
562.145038,ciprofloxacin,Susceptible,Disk diffusion
562.96852,ceftazidime,Resistant,Broth dilution
562.96866,gentamicin,Susceptible,Broth dilution
562.22703,ceftazidime,Susceptible,Broth dilution
562.22668,ciprofloxacin,Susceptible,Broth dilution
562.58791,levofloxacin,Resistant,Broth dilution
562.96431,ciprofloxacin,Susceptible,Broth dilution
562.42677,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.100053,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.7660,ceftriaxone,Susceptible,Broth dilution
562.23159,gentamicin,Susceptible,Agar dilution
562.98872,gentamicin,Susceptible,Disk diffusion
562.97086,ciprofloxacin,Susceptible,Broth dilution
562.99596,ciprofloxacin,Susceptible,Disk diffusion
562.99360,ciprofloxacin,Susceptible,Disk diffusion
562.99146,meropenem,Susceptible,Disk diffusion
562.140906,ampicillin,Resistant,Disk diffusion
562.98296,ampicillin,Susceptible,Disk diffusion
562.97366,gentamicin,Susceptible,Broth dilution
562.42865,ampicillin,Resistant,Broth dilution
562.98206,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99074,ampicillin,Susceptible,Disk diffusion
562.98714,ciprofloxacin,Susceptible,Disk diffusion
562.96462,ceftazidime,Susceptible,Broth dilution
562.58626,chloramphenicol,Susceptible,Disk diffusion
562.99719,ampicillin,Susceptible,Disk diffusion
562.97769,ciprofloxacin,Resistant,Disk diffusion
562.145414,gentamicin,Resistant,Broth dilution
562.56861,ceftazidime,Resistant,Disk diffusion
562.57266,ceftazidime,Resistant,Broth dilution
562.58630,ampicillin,Resistant,Disk diffusion
562.100797,gentamicin,Susceptible,Disk diffusion
562.100203,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96883,ceftazidime,Susceptible,Broth dilution
562.99861,ciprofloxacin,Susceptible,Disk diffusion
562.99419,meropenem,Susceptible,Disk diffusion
562.99797,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.99320,meropenem,Susceptible,Disk diffusion
562.100703,meropenem,Susceptible,Disk diffusion
562.97900,meropenem,Susceptible,Disk diffusion
562.99993,ampicillin,Resistant,Disk diffusion
562.99911,ampicillin,Resistant,Disk diffusion
562.97366,ciprofloxacin,Susceptible,Broth dilution
562.98587,gentamicin,Susceptible,Disk diffusion
562.57442,ciprofloxacin,Susceptible,Broth dilution
562.99164,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97902,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96450,ciprofloxacin,Susceptible,Broth dilution
562.99176,ciprofloxacin,Susceptible,Disk diffusion
562.96429,ciprofloxacin,Resistant,Broth dilution
562.99394,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.7575,meropenem,Susceptible,Broth dilution
562.29139,ceftriaxone,Resistant,Broth dilution
562.97914,ciprofloxacin,Susceptible,Disk diffusion
562.57250,ceftazidime,Resistant,Broth dilution
562.23201,gentamicin,Susceptible,Agar dilution
562.23082,ciprofloxacin,Susceptible,Agar dilution
562.140824,ampicillin,Resistant,Disk diffusion
562.45659,ampicillin,Resistant,Disk diffusion
562.97407,ceftazidime,Susceptible,Broth dilution
562.100583,ceftazidime,Susceptible,Disk diffusion
562.23562,ceftazidime,Susceptible,Agar dilution
562.98964,ciprofloxacin,Susceptible,Disk diffusion
562.7780,trimethoprim/sulfamethoxazole,Resistant,Broth dilution
562.98512,ceftazidime,Susceptible,Disk diffusion
562.100213,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100614,gentamicin,Susceptible,Disk diffusion
562.99325,meropenem,Susceptible,Disk diffusion
562.98860,ampicillin,Resistant,Disk diffusion
562.22765,meropenem,Susceptible,Broth dilution
562.45632,levofloxacin,Resistant,Disk diffusion
562.99850,ciprofloxacin,Susceptible,Disk diffusion
562.99223,ampicillin,Susceptible,Disk diffusion
562.98791,gentamicin,Susceptible,Disk diffusion
562.99409,gentamicin,Susceptible,Disk diffusion
562.98132,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100760,ampicillin,Susceptible,Disk diffusion
562.145403,chloramphenicol,Susceptible,Broth dilution
562.145067,chloramphenicol,Susceptible,Disk diffusion
562.100294,meropenem,Susceptible,Disk diffusion
562.100843,meropenem,Susceptible,Disk diffusion
562.7650,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.98837,gentamicin,Susceptible,Disk diffusion
562.57388,gentamicin,Resistant,Broth dilution
562.98991,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97991,ceftazidime,Susceptible,Disk diffusion
562.96511,gentamicin,Susceptible,Broth dilution
562.56766,ciprofloxacin,Resistant,Disk diffusion
562.97769,gentamicin,Resistant,Disk diffusion
562.23470,gentamicin,Susceptible,Agar dilution
562.100439,gentamicin,Susceptible,Disk diffusion
562.99955,gentamicin,Susceptible,Disk diffusion
562.42768,meropenem,Susceptible,Broth dilution
562.65103,ampicillin,Resistant,
562.96832,ceftazidime,Susceptible,Broth dilution
562.97966,gentamicin,Susceptible,Disk diffusion
562.28112,chloramphenicol,Resistant,Disk diffusion
562.57423,gentamicin,Susceptible,Broth dilution
562.97404,ceftazidime,Susceptible,Broth dilution
562.42711,ciprofloxacin,Resistant,Broth dilution
562.56794,meropenem,Susceptible,Disk diffusion
562.144913,ciprofloxacin,Resistant,Disk diffusion
562.99810,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98808,gentamicin,Susceptible,Disk diffusion
562.100327,meropenem,Susceptible,Disk diffusion
562.65211,ampicillin,Susceptible,
562.100692,meropenem,Susceptible,Disk diffusion
562.98750,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23695,ceftazidime,Susceptible,Agar dilution
562.23579,ceftazidime,Susceptible,Agar dilution
562.22880,meropenem,Susceptible,Broth dilution
562.98184,gentamicin,Susceptible,Disk diffusion
562.100428,ciprofloxacin,Susceptible,Disk diffusion
562.23077,ciprofloxacin,Susceptible,Agar dilution
562.22587,meropenem,Susceptible,Broth dilution
562.99848,gentamicin,Susceptible,Disk diffusion
562.98163,ciprofloxacin,Susceptible,Disk diffusion
562.45671,ceftriaxone,Susceptible,Disk diffusion
562.98009,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.23502,gentamicin,Susceptible,Agar dilution
562.97804,ceftazidime,Susceptible,Disk diffusion
562.42716,gentamicin,Susceptible,Broth dilution
562.99545,ciprofloxacin,Susceptible,Disk diffusion
562.144943,ciprofloxacin,Resistant,Disk diffusion
562.100794,ceftazidime,Susceptible,Disk diffusion
562.99204,meropenem,Susceptible,Disk diffusion
562.99099,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.140885,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.22623,ampicillin,Susceptible,Broth dilution
562.100597,ampicillin,Susceptible,Disk diffusion
562.57301,ampicillin,Resistant,Broth dilution
562.99253,ciprofloxacin,Susceptible,Disk diffusion
562.56806,meropenem,Susceptible,Disk diffusion
562.100212,meropenem,Susceptible,Disk diffusion
562.100133,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98171,ampicillin,Susceptible,Disk diffusion
562.99470,ciprofloxacin,Susceptible,Disk diffusion
562.23391,ciprofloxacin,Resistant,Agar dilution
562.100668,gentamicin,Susceptible,Disk diffusion
562.140853,ceftazidime,Resistant,Disk diffusion
562.99691,gentamicin,Susceptible,Disk diffusion
562.22751,ciprofloxacin,Susceptible,Broth dilution
562.140871,ceftriaxone,Resistant,Disk diffusion
562.140918,ampicillin,Resistant,Disk diffusion
562.97413,ciprofloxacin,Susceptible,Broth dilution
562.96847,ceftazidime,Resistant,Broth dilution
562.96541,ceftazidime,Susceptible,Broth dilution
562.57190,ceftazidime,Susceptible,Broth dilution
562.96500,ceftazidime,Susceptible,Broth dilution
562.23519,ceftazidime,Susceptible,Agar dilution
562.100341,ampicillin,Resistant,Disk diffusion
562.97439,ceftazidime,Susceptible,Broth dilution
562.97200,ceftazidime,Susceptible,Broth dilution
562.96604,ciprofloxacin,Resistant,Broth dilution
562.56761,ceftazidime,Resistant,Disk diffusion
562.97040,ciprofloxacin,Susceptible,Broth dilution
562.97825,ceftazidime,Susceptible,Disk diffusion
562.57492,ampicillin,Resistant,Broth dilution
562.99973,ampicillin,Resistant,Disk diffusion
562.58720,meropenem,Susceptible,Broth dilution
562.99040,ciprofloxacin,Susceptible,Disk diffusion
562.22814,gentamicin,Susceptible,Broth dilution
562.57504,ampicillin,Resistant,Broth dilution
562.56847,ceftazidime,Resistant,Disk diffusion
562.98404,ceftazidime,Susceptible,Disk diffusion
562.99224,ampicillin,Susceptible,Disk diffusion
562.99225,gentamicin,Susceptible,Disk diffusion
562.96762,gentamicin,Susceptible,Broth dilution
562.65578,ampicillin,Resistant,
562.57503,ciprofloxacin,Susceptible,Broth dilution
562.99322,ceftazidime,Susceptible,Disk diffusion
562.22652,meropenem,Susceptible,Broth dilution
562.98944,gentamicin,Susceptible,Disk diffusion
562.65522,ampicillin,Resistant,
562.98204,ampicillin,Susceptible,Disk diffusion
562.98452,meropenem,Susceptible,Disk diffusion
562.100904,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.97120,gentamicin,Susceptible,Broth dilution
562.100276,gentamicin,Susceptible,Disk diffusion
562.99619,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96736,ciprofloxacin,Susceptible,Broth dilution
562.22635,ceftazidime,Susceptible,Broth dilution
562.98208,ciprofloxacin,Susceptible,Disk diffusion
562.99573,ceftazidime,Susceptible,Disk diffusion
562.7572,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.98933,ceftazidime,Susceptible,Disk diffusion
562.57116,gentamicin,Susceptible,Broth dilution
562.42799,meropenem,Susceptible,Broth dilution
562.98591,ampicillin,Susceptible,Disk diffusion
562.100527,gentamicin,Susceptible,Disk diffusion
562.100060,ceftazidime,Susceptible,Disk diffusion
562.99294,ceftazidime,Susceptible,Disk diffusion
562.96436,ceftazidime,Susceptible,Broth dilution
562.23746,ceftazidime,Susceptible,Agar dilution
562.98202,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100008,ciprofloxacin,Susceptible,Disk diffusion
562.99055,ampicillin,Susceptible,Disk diffusion
562.97018,gentamicin,Susceptible,Broth dilution
562.57197,gentamicin,Resistant,Broth dilution
562.100742,ceftazidime,Resistant,Disk diffusion
562.98694,ceftazidime,Susceptible,Disk diffusion
562.99218,ceftazidime,Susceptible,Disk diffusion
562.42684,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.98136,ciprofloxacin,Susceptible,Disk diffusion
562.96855,ciprofloxacin,Resistant,Broth dilution
562.98497,ceftazidime,Susceptible,Disk diffusion
562.100698,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.97886,ceftazidime,Susceptible,Disk diffusion
562.31464,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.57279,ciprofloxacin,Resistant,Broth dilution
562.144270,meropenem,Susceptible,Broth dilution
562.57245,ciprofloxacin,Susceptible,Broth dilution
562.7779,tetracycline,Susceptible,Broth dilution
562.100797,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.7789,tetracycline,Susceptible,Broth dilution
562.97022,ciprofloxacin,Susceptible,Broth dilution
562.98022,meropenem,Susceptible,Disk diffusion
562.98903,meropenem,Susceptible,Disk diffusion
562.99438,ceftazidime,Susceptible,Disk diffusion
562.100200,meropenem,Susceptible,Disk diffusion
562.7656,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.58728,meropenem,Susceptible,Broth dilution
562.57166,ampicillin,Resistant,Broth dilution
562.56907,ceftazidime,Resistant,Disk diffusion
562.145398,trimethoprim/sulfamethoxazole,Susceptible,Broth dilution
562.45591,ceftazidime,Susceptible,Disk diffusion
562.96525,gentamicin,Susceptible,Broth dilution
562.100334,ciprofloxacin,Susceptible,Disk diffusion
562.98130,gentamicin,Susceptible,Disk diffusion
562.23499,ceftazidime,Susceptible,Agar dilution
562.145407,ceftriaxone,Resistant,Broth dilution
562.42797,ciprofloxacin,Resistant,Broth dilution
562.100311,ciprofloxacin,Susceptible,Disk diffusion
562.99474,gentamicin,Susceptible,Disk diffusion
562.65569,ampicillin,Resistant,
562.7762,chloramphenicol,Susceptible,Broth dilution
562.100557,ceftazidime,Susceptible,Disk diffusion
562.99195,gentamicin,Susceptible,Disk diffusion
562.99996,ceftazidime,Susceptible,Disk diffusion
562.98315,ciprofloxacin,Susceptible,Disk diffusion
562.65539,ampicillin,Resistant,
562.100608,ampicillin,Resistant,Disk diffusion
562.98498,ciprofloxacin,Susceptible,Disk diffusion
562.42849,levofloxacin,Resistant,Broth dilution
562.100291,ciprofloxacin,Resistant,Disk diffusion
562.99793,ciprofloxacin,Susceptible,Disk diffusion
562.42797,gentamicin,Resistant,Broth dilution
562.97899,meropenem,Susceptible,Disk diffusion
562.98521,ampicillin,Resistant,Disk diffusion
562.96887,gentamicin,Susceptible,Broth dilution
562.96647,ciprofloxacin,Resistant,Broth dilution
562.65797,ceftazidime,Resistant,
562.99680,ampicillin,Susceptible,Disk diffusion
562.97920,ceftazidime,Susceptible,Disk diffusion
562.7766,ceftriaxone,Susceptible,Broth dilution
562.99843,ciprofloxacin,Susceptible,Disk diffusion
562.100833,gentamicin,Susceptible,Disk diffusion
562.99105,ciprofloxacin,Susceptible,Disk diffusion
562.96798,ciprofloxacin,Susceptible,Broth dilution
562.56900,ampicillin,Resistant,Disk diffusion
562.99033,ampicillin,Resistant,Disk diffusion
562.144259,ampicillin,Resistant,Broth dilution
562.16326,ceftazidime,Resistant,Broth dilution
562.57090,ciprofloxacin,Resistant,Broth dilution
562.98900,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98668,meropenem,Susceptible,Disk diffusion
562.98899,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100704,gentamicin,Resistant,Disk diffusion
562.42869,tetracycline,Resistant,Broth dilution
562.97973,ceftazidime,Susceptible,Disk diffusion
562.98799,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.34088,ciprofloxacin,Resistant,Broth dilution
562.97057,ciprofloxacin,Resistant,Broth dilution
562.96880,gentamicin,Susceptible,Broth dilution
562.98087,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.100242,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.23245,gentamicin,Susceptible,Agar dilution
562.22460,ampicillin,Resistant,Broth dilution
562.100500,ceftazidime,Susceptible,Disk diffusion
562.57124,ampicillin,Resistant,Broth dilution
562.98859,gentamicin,Susceptible,Disk diffusion
562.96849,ceftazidime,Susceptible,Broth dilution
562.23069,ceftazidime,Susceptible,Agar dilution
562.96934,ceftazidime,Resistant,Broth dilution
562.22607,meropenem,Susceptible,Broth dilution
562.99896,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.98273,gentamicin,Susceptible,Disk diffusion
562.145070,ciprofloxacin,Resistant,Disk diffusion
562.100125,ampicillin,Susceptible,Disk diffusion
562.96704,ceftazidime,Susceptible,Broth dilution
562.99563,meropenem,Susceptible,Disk diffusion
562.64881,ampicillin,Resistant,
562.99520,ciprofloxacin,Resistant,Disk diffusion
562.100156,gentamicin,Susceptible,Disk diffusion
562.99068,ampicillin,Resistant,Disk diffusion
562.23242,gentamicin,Susceptible,Agar dilution
562.64963,ampicillin,Resistant,
562.42662,meropenem,Susceptible,Broth dilution
562.98063,meropenem,Susceptible,Disk diffusion
562.65302,ampicillin,Resistant,
562.144945,ceftriaxone,Susceptible,Disk diffusion
562.97069,ciprofloxacin,Resistant,Broth dilution
562.98224,meropenem,Susceptible,Disk diffusion
562.23798,gentamicin,Susceptible,Agar dilution
562.100430,ampicillin,Susceptible,Disk diffusion
562.99917,ceftazidime,Susceptible,Disk diffusion
562.98571,ceftazidime,Susceptible,Disk diffusion
562.97094,gentamicin,Resistant,Broth dilution
562.23086,gentamicin,Susceptible,Agar dilution
562.7572,ceftriaxone,Susceptible,Broth dilution
562.22561,ceftazidime,Susceptible,Broth dilution
562.45597,ceftriaxone,Susceptible,Disk diffusion
562.98682,meropenem,Susceptible,Disk diffusion
562.99106,gentamicin,Susceptible,Disk diffusion
562.42672,meropenem,Susceptible,Broth dilution
562.58715,ceftazidime,Susceptible,Broth dilution
562.7758,chloramphenicol,Susceptible,Broth dilution
562.22858,ciprofloxacin,Susceptible,Agar dilution
562.99567,ciprofloxacin,Susceptible,Disk diffusion
562.98942,ciprofloxacin,Susceptible,Disk diffusion
562.58625,ceftriaxone,Resistant,Disk diffusion
562.135588,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96481,ceftazidime,Susceptible,Broth dilution
562.96488,gentamicin,Susceptible,Broth dilution
562.97760,gentamicin,Susceptible,Disk diffusion
562.56911,ceftazidime,Resistant,Disk diffusion
562.140847,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.23229,gentamicin,Susceptible,Agar dilution
562.7771,ceftazidime,Susceptible,Broth dilution
562.100372,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.96928,ciprofloxacin,Susceptible,Broth dilution
562.29007,tetracycline,Resistant,Broth dilution
562.98944,meropenem,Susceptible,Disk diffusion
562.99323,ceftazidime,Susceptible,Disk diffusion
562.100040,gentamicin,Susceptible,Disk diffusion
562.98171,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.100146,gentamicin,Susceptible,Disk diffusion
562.144262,gentamicin,Susceptible,Broth dilution
562.100449,trimethoprim/sulfamethoxazole,Resistant,Disk diffusion
562.144297,gentamicin,Resistant,Broth dilution
562.98345,ciprofloxacin,Susceptible,Disk diffusion
562.42790,levofloxacin,Resistant,Broth dilution
562.96567,ciprofloxacin,Susceptible,Broth dilution
562.97977,ciprofloxacin,Susceptible,Disk diffusion
562.145071,ceftriaxone,Susceptible,Disk diffusion
562.96756,gentamicin,Susceptible,Broth dilution
562.98384,meropenem,Susceptible,Disk diffusion
562.99528,ampicillin,Susceptible,Disk diffusion
562.98374,trimethoprim/sulfamethoxazole,Susceptible,Disk diffusion
562.96829,meropenem,Susceptible,Broth dilution
562.57463,ciprofloxacin,Resistant,Broth dilution
562.22520,ciprofloxacin,Susceptible,Broth dilution
562.96701,gentamicin,Resistant,Broth dilution
562.56807,ceftazidime,Resistant,Disk diffusion
562.145442,gentamicin,Susceptible,Broth dilution
562.145075,ceftriaxone,Susceptible,Disk diffusion
